C:\AI\TrainRTX5070_60min\train.py:90: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\c10/cuda/CUDAAllocatorConfig.h:39.)
  a = torch.randn(n, n, device=device, dtype=dtype)
W0326 09:25:28.553000 33636 .venv\Lib\site-packages\torch\distributed\elastic\multiprocessing\redirects.py:29] NOTE: Redirects are currently not supported in Windows or MacOs.
torch.compile enabled.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 5070
GPU VRAM: 11.9 GB
GPU CC: 12.0
GPU profile: blackwell-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
GPU peak FLOPS: 66.0 TFLOPS (torch.bfloat16, measured)
Vocab size: 50,257
Dataset: climbmix
Attention backend: sdpa
torch.compile: enabled
Trying train candidate: batch_size=4, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 50257, 'n_layer': 16, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL', 'short_window': 256, 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 38,597,376
  value_emb               : 38,597,376
  lm_head                 : 38,597,376
  transformer_matrices    : 113,247,360
  scalars                 : 32
  total                   : 229,039,520
Estimated FLOPs per token: 1.014877e+09
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
MXFP8 cuBLAS training enabled (skipped layers with dims not divisible by 32)
Time budget: 3600s
Gradient accumulation steps: 16
step 00000 (0.0%) | loss: 10.825375 | lrm: 0.00 | dt: 127719ms | tok/sec: 1,026 | mfu: 1.6% | epoch: 1 | remaining: 3600s    
step 00754 (51.5%) | loss: 2.998270 | lrm: 0.81 | dt: 2435ms | tok/sec: 53,836 | mfu: 82.7% | epoch: 1 | remaining: 1745s    
step 00755 (51.5%) | loss: 3.038815 | lrm: 0.81 | dt: 2431ms | tok/sec: 53,915 | mfu: 82.8% | epoch: 1 | remaining: 1743s    
step 00756 (51.6%) | loss: 2.988849 | lrm: 0.80 | dt: 2437ms | tok/sec: 53,781 | mfu: 82.6% | epoch: 1 | remaining: 1740s    
step 00757 (51.7%) | loss: 3.029714 | lrm: 0.80 | dt: 2432ms | tok/sec: 53,896 | mfu: 82.8% | epoch: 1 | remaining: 1738s    
step 00758 (51.7%) | loss: 3.100842 | lrm: 0.80 | dt: 2435ms | tok/sec: 53,834 | mfu: 82.7% | epoch: 1 | remaining: 1735s    
step 00759 (51.8%) | loss: 3.088374 | lrm: 0.80 | dt: 2436ms | tok/sec: 53,816 | mfu: 82.7% | epoch: 1 | remaining: 1733s    
step 00760 (51.9%) | loss: 3.047975 | lrm: 0.80 | dt: 2434ms | tok/sec: 53,842 | mfu: 82.7% | epoch: 1 | remaining: 1731s    
step 00761 (51.9%) | loss: 3.037174 | lrm: 0.80 | dt: 2434ms | tok/sec: 53,861 | mfu: 82.8% | epoch: 1 | remaining: 1728s    
step 00762 (52.0%) | loss: 3.010816 | lrm: 0.80 | dt: 2434ms | tok/sec: 53,856 | mfu: 82.8% | epoch: 1 | remaining: 1726s    
step 00763 (52.1%) | loss: 3.052428 | lrm: 0.80 | dt: 2436ms | tok/sec: 53,802 | mfu: 82.7% | epoch: 1 | remaining: 1723s    
step 00764 (52.1%) | loss: 3.045209 | lrm: 0.80 | dt: 2436ms | tok/sec: 53,803 | mfu: 82.7% | epoch: 1 | remaining: 1721s    
step 00765 (52.2%) | loss: 3.037568 | lrm: 0.79 | dt: 2434ms | tok/sec: 53,855 | mfu: 82.8% | epoch: 1 | remaining: 1718s    
step 00766 (52.3%) | loss: 3.017443 | lrm: 0.79 | dt: 2433ms | tok/sec: 53,868 | mfu: 82.8% | epoch: 1 | remaining: 1716s    
step 00767 (52.3%) | loss: 3.027658 | lrm: 0.79 | dt: 2437ms | tok/sec: 53,791 | mfu: 82.7% | epoch: 1 | remaining: 1714s    
step 00768 (52.4%) | loss: 3.056947 | lrm: 0.79 | dt: 2433ms | tok/sec: 53,864 | mfu: 82.8% | epoch: 1 | remaining: 1711s    
step 00769 (52.5%) | loss: 3.015665 | lrm: 0.79 | dt: 2436ms | tok/sec: 53,797 | mfu: 82.7% | epoch: 1 | remaining: 1709s    
step 00770 (52.5%) | loss: 3.016408 | lrm: 0.79 | dt: 2431ms | tok/sec: 53,912 | mfu: 82.8% | epoch: 1 | remaining: 1706s    
step 00771 (52.6%) | loss: 2.977193 | lrm: 0.79 | dt: 2440ms | tok/sec: 53,717 | mfu: 82.5% | epoch: 1 | remaining: 1704s    
step 00772 (52.7%) | loss: 3.015290 | lrm: 0.79 | dt: 2438ms | tok/sec: 53,769 | mfu: 82.6% | epoch: 1 | remaining: 1701s    
step 00773 (52.7%) | loss: 3.041822 | lrm: 0.79 | dt: 2431ms | tok/sec: 53,908 | mfu: 82.8% | epoch: 1 | remaining: 1699s    
step 00774 (52.8%) | loss: 2.982877 | lrm: 0.78 | dt: 2436ms | tok/sec: 53,813 | mfu: 82.7% | epoch: 1 | remaining: 1696s    
step 00775 (52.9%) | loss: 3.008975 | lrm: 0.78 | dt: 2434ms | tok/sec: 53,841 | mfu: 82.7% | epoch: 1 | remaining: 1694s    
step 00776 (52.9%) | loss: 3.000279 | lrm: 0.78 | dt: 2436ms | tok/sec: 53,806 | mfu: 82.7% | epoch: 1 | remaining: 1692s    
step 00777 (53.0%) | loss: 2.967179 | lrm: 0.78 | dt: 2434ms | tok/sec: 53,844 | mfu: 82.7% | epoch: 1 | remaining: 1689s    
step 00778 (53.1%) | loss: 2.916574 | lrm: 0.78 | dt: 2434ms | tok/sec: 53,856 | mfu: 82.8% | epoch: 1 | remaining: 1687s    
step 00779 (53.1%) | loss: 2.875723 | lrm: 0.78 | dt: 2435ms | tok/sec: 53,818 | mfu: 82.7% | epoch: 1 | remaining: 1684s    
step 00780 (53.2%) | loss: 2.892187 | lrm: 0.78 | dt: 2430ms | tok/sec: 53,932 | mfu: 82.9% | epoch: 1 | remaining: 1682s    
step 00781 (53.3%) | loss: 2.832725 | lrm: 0.78 | dt: 2433ms | tok/sec: 53,876 | mfu: 82.8% | epoch: 1 | remaining: 1679s    
step 00782 (53.3%) | loss: 2.847738 | lrm: 0.77 | dt: 2433ms | tok/sec: 53,876 | mfu: 82.8% | epoch: 1 | remaining: 1677s    
step 00783 (53.4%) | loss: 2.830784 | lrm: 0.77 | dt: 2433ms | tok/sec: 53,873 | mfu: 82.8% | epoch: 1 | remaining: 1675s    
step 00784 (53.5%) | loss: 2.858550 | lrm: 0.77 | dt: 2435ms | tok/sec: 53,836 | mfu: 82.7% | epoch: 1 | remaining: 1672s    
step 00785 (53.6%) | loss: 2.915025 | lrm: 0.77 | dt: 2433ms | tok/sec: 53,875 | mfu: 82.8% | epoch: 1 | remaining: 1670s    
step 00786 (53.6%) | loss: 2.875556 | lrm: 0.77 | dt: 2434ms | tok/sec: 53,860 | mfu: 82.8% | epoch: 1 | remaining: 1667s    
step 00787 (53.7%) | loss: 2.887023 | lrm: 0.77 | dt: 2433ms | tok/sec: 53,862 | mfu: 82.8% | epoch: 1 | remaining: 1665s    
step 00788 (53.8%) | loss: 2.845288 | lrm: 0.77 | dt: 2434ms | tok/sec: 53,850 | mfu: 82.7% | epoch: 1 | remaining: 1662s    
step 00789 (53.8%) | loss: 2.853414 | lrm: 0.77 | dt: 2434ms | tok/sec: 53,856 | mfu: 82.8% | epoch: 1 | remaining: 1660s    
step 00790 (53.9%) | loss: 2.901769 | lrm: 0.77 | dt: 2432ms | tok/sec: 53,893 | mfu: 82.8% | epoch: 1 | remaining: 1658s    
step 00791 (54.0%) | loss: 2.940150 | lrm: 0.76 | dt: 2432ms | tok/sec: 53,886 | mfu: 82.8% | epoch: 1 | remaining: 1655s    
step 00792 (54.0%) | loss: 2.961337 | lrm: 0.76 | dt: 2434ms | tok/sec: 53,849 | mfu: 82.7% | epoch: 1 | remaining: 1653s    
step 00793 (54.1%) | loss: 2.937198 | lrm: 0.76 | dt: 2434ms | tok/sec: 53,848 | mfu: 82.7% | epoch: 1 | remaining: 1650s    
step 00794 (54.2%) | loss: 2.897473 | lrm: 0.76 | dt: 2433ms | tok/sec: 53,875 | mfu: 82.8% | epoch: 1 | remaining: 1648s    
step 00795 (54.2%) | loss: 2.896911 | lrm: 0.76 | dt: 2432ms | tok/sec: 53,890 | mfu: 82.8% | epoch: 1 | remaining: 1645s    
step 00796 (54.3%) | loss: 2.933560 | lrm: 0.76 | dt: 2438ms | tok/sec: 53,770 | mfu: 82.6% | epoch: 1 | remaining: 1643s    
step 00797 (54.4%) | loss: 2.953772 | lrm: 0.76 | dt: 2436ms | tok/sec: 53,798 | mfu: 82.7% | epoch: 1 | remaining: 1640s    
step 00798 (54.4%) | loss: 2.981139 | lrm: 0.76 | dt: 2432ms | tok/sec: 53,896 | mfu: 82.8% | epoch: 1 | remaining: 1638s    
step 00799 (54.5%) | loss: 3.041974 | lrm: 0.75 | dt: 2437ms | tok/sec: 53,785 | mfu: 82.6% | epoch: 1 | remaining: 1636s    
step 00800 (54.6%) | loss: 3.052441 | lrm: 0.75 | dt: 2435ms | tok/sec: 53,818 | mfu: 82.7% | epoch: 1 | remaining: 1633s    
step 00801 (54.6%) | loss: 3.068769 | lrm: 0.75 | dt: 2434ms | tok/sec: 53,845 | mfu: 82.7% | epoch: 1 | remaining: 1631s    
step 00802 (54.7%) | loss: 3.076825 | lrm: 0.75 | dt: 2434ms | tok/sec: 53,850 | mfu: 82.7% | epoch: 1 | remaining: 1628s    
step 00803 (54.8%) | loss: 3.079230 | lrm: 0.75 | dt: 2432ms | tok/sec: 53,888 | mfu: 82.8% | epoch: 1 | remaining: 1626s    
step 00804 (54.8%) | loss: 3.102988 | lrm: 0.75 | dt: 2434ms | tok/sec: 53,848 | mfu: 82.7% | epoch: 1 | remaining: 1623s    
step 00805 (54.9%) | loss: 3.118231 | lrm: 0.75 | dt: 2433ms | tok/sec: 53,870 | mfu: 82.8% | epoch: 1 | remaining: 1621s    
step 00806 (55.0%) | loss: 3.053357 | lrm: 0.75 | dt: 2434ms | tok/sec: 53,843 | mfu: 82.7% | epoch: 1 | remaining: 1619s    
step 00807 (55.0%) | loss: 3.096683 | lrm: 0.74 | dt: 2433ms | tok/sec: 53,876 | mfu: 82.8% | epoch: 1 | remaining: 1616s    
step 00808 (55.1%) | loss: 3.131318 | lrm: 0.74 | dt: 2433ms | tok/sec: 53,881 | mfu: 82.8% | epoch: 1 | remaining: 1614s    
step 00809 (55.2%) | loss: 3.030005 | lrm: 0.74 | dt: 2436ms | tok/sec: 53,807 | mfu: 82.7% | epoch: 1 | remaining: 1611s    
step 00810 (55.2%) | loss: 2.988327 | lrm: 0.74 | dt: 2431ms | tok/sec: 53,912 | mfu: 82.8% | epoch: 1 | remaining: 1609s    
step 00811 (55.3%) | loss: 2.978125 | lrm: 0.74 | dt: 2435ms | tok/sec: 53,818 | mfu: 82.7% | epoch: 1 | remaining: 1606s    
step 00812 (55.4%) | loss: 2.961870 | lrm: 0.74 | dt: 2432ms | tok/sec: 53,894 | mfu: 82.8% | epoch: 1 | remaining: 1604s    
step 00813 (55.4%) | loss: 2.933508 | lrm: 0.74 | dt: 2436ms | tok/sec: 53,814 | mfu: 82.7% | epoch: 1 | remaining: 1602s    
step 00814 (55.5%) | loss: 2.908473 | lrm: 0.74 | dt: 2432ms | tok/sec: 53,886 | mfu: 82.8% | epoch: 1 | remaining: 1599s    
step 00815 (55.6%) | loss: 2.899474 | lrm: 0.73 | dt: 2436ms | tok/sec: 53,810 | mfu: 82.7% | epoch: 1 | remaining: 1597s    
step 00816 (55.6%) | loss: 2.868656 | lrm: 0.73 | dt: 2438ms | tok/sec: 53,753 | mfu: 82.6% | epoch: 1 | remaining: 1594s    
step 00817 (55.7%) | loss: 2.916921 | lrm: 0.73 | dt: 2436ms | tok/sec: 53,814 | mfu: 82.7% | epoch: 1 | remaining: 1592s    
step 00818 (55.8%) | loss: 2.918151 | lrm: 0.73 | dt: 2436ms | tok/sec: 53,810 | mfu: 82.7% | epoch: 1 | remaining: 1589s    
step 00819 (55.9%) | loss: 2.912034 | lrm: 0.73 | dt: 2433ms | tok/sec: 53,868 | mfu: 82.8% | epoch: 1 | remaining: 1587s    
step 00820 (55.9%) | loss: 2.933529 | lrm: 0.73 | dt: 2438ms | tok/sec: 53,760 | mfu: 82.6% | epoch: 1 | remaining: 1584s    
step 00821 (56.0%) | loss: 2.958538 | lrm: 0.73 | dt: 2436ms | tok/sec: 53,803 | mfu: 82.7% | epoch: 1 | remaining: 1582s    
step 00822 (56.1%) | loss: 2.891906 | lrm: 0.73 | dt: 2435ms | tok/sec: 53,837 | mfu: 82.7% | epoch: 1 | remaining: 1580s    
step 00823 (56.1%) | loss: 2.811076 | lrm: 0.72 | dt: 2436ms | tok/sec: 53,802 | mfu: 82.7% | epoch: 1 | remaining: 1577s    
step 00824 (56.2%) | loss: 2.858119 | lrm: 0.72 | dt: 2432ms | tok/sec: 53,893 | mfu: 82.8% | epoch: 1 | remaining: 1575s    
step 00825 (56.3%) | loss: 2.826643 | lrm: 0.72 | dt: 2435ms | tok/sec: 53,818 | mfu: 82.7% | epoch: 1 | remaining: 1572s    
step 00826 (56.3%) | loss: 2.862648 | lrm: 0.72 | dt: 2434ms | tok/sec: 53,843 | mfu: 82.7% | epoch: 1 | remaining: 1570s    
step 00827 (56.4%) | loss: 2.873916 | lrm: 0.72 | dt: 2435ms | tok/sec: 53,817 | mfu: 82.7% | epoch: 1 | remaining: 1567s    
step 00828 (56.5%) | loss: 2.892628 | lrm: 0.72 | dt: 2433ms | tok/sec: 53,862 | mfu: 82.8% | epoch: 1 | remaining: 1565s    
step 00829 (56.5%) | loss: 2.897149 | lrm: 0.72 | dt: 2434ms | tok/sec: 53,853 | mfu: 82.8% | epoch: 1 | remaining: 1563s    
step 00830 (56.6%) | loss: 2.991277 | lrm: 0.72 | dt: 2435ms | tok/sec: 53,828 | mfu: 82.7% | epoch: 1 | remaining: 1560s    
step 00831 (56.7%) | loss: 2.964632 | lrm: 0.71 | dt: 2433ms | tok/sec: 53,868 | mfu: 82.8% | epoch: 1 | remaining: 1558s    
step 00832 (56.7%) | loss: 3.014462 | lrm: 0.71 | dt: 2437ms | tok/sec: 53,794 | mfu: 82.7% | epoch: 1 | remaining: 1555s    
step 00833 (56.8%) | loss: 3.057209 | lrm: 0.71 | dt: 2433ms | tok/sec: 53,873 | mfu: 82.8% | epoch: 1 | remaining: 1553s    
step 00834 (56.9%) | loss: 3.071122 | lrm: 0.71 | dt: 2432ms | tok/sec: 53,885 | mfu: 82.8% | epoch: 1 | remaining: 1550s    
step 00835 (56.9%) | loss: 3.057707 | lrm: 0.71 | dt: 2432ms | tok/sec: 53,889 | mfu: 82.8% | epoch: 1 | remaining: 1548s    
step 00836 (57.0%) | loss: 2.994699 | lrm: 0.71 | dt: 2437ms | tok/sec: 53,780 | mfu: 82.6% | epoch: 1 | remaining: 1546s    
step 00837 (57.1%) | loss: 3.009509 | lrm: 0.71 | dt: 2432ms | tok/sec: 53,894 | mfu: 82.8% | epoch: 1 | remaining: 1543s    
step 00838 (57.1%) | loss: 3.055509 | lrm: 0.71 | dt: 2435ms | tok/sec: 53,826 | mfu: 82.7% | epoch: 1 | remaining: 1541s    
step 00839 (57.2%) | loss: 2.918437 | lrm: 0.70 | dt: 2431ms | tok/sec: 53,911 | mfu: 82.8% | epoch: 1 | remaining: 1538s    
step 00840 (57.3%) | loss: 2.937541 | lrm: 0.70 | dt: 2434ms | tok/sec: 53,860 | mfu: 82.8% | epoch: 1 | remaining: 1536s    
step 00841 (57.3%) | loss: 2.921103 | lrm: 0.70 | dt: 2433ms | tok/sec: 53,861 | mfu: 82.8% | epoch: 1 | remaining: 1533s    
step 00842 (57.4%) | loss: 2.896532 | lrm: 0.70 | dt: 2437ms | tok/sec: 53,784 | mfu: 82.6% | epoch: 1 | remaining: 1531s    
step 00843 (57.5%) | loss: 2.929010 | lrm: 0.70 | dt: 2435ms | tok/sec: 53,827 | mfu: 82.7% | epoch: 1 | remaining: 1529s    
step 00844 (57.5%) | loss: 2.885955 | lrm: 0.70 | dt: 2434ms | tok/sec: 53,849 | mfu: 82.7% | epoch: 1 | remaining: 1526s    
step 00845 (57.6%) | loss: 2.906613 | lrm: 0.70 | dt: 2435ms | tok/sec: 53,835 | mfu: 82.7% | epoch: 1 | remaining: 1524s    
step 00846 (57.7%) | loss: 2.927116 | lrm: 0.70 | dt: 2433ms | tok/sec: 53,875 | mfu: 82.8% | epoch: 1 | remaining: 1521s    
step 00847 (57.7%) | loss: 2.906334 | lrm: 0.69 | dt: 2434ms | tok/sec: 53,849 | mfu: 82.7% | epoch: 1 | remaining: 1519s    
step 00848 (57.8%) | loss: 2.870720 | lrm: 0.69 | dt: 2441ms | tok/sec: 53,698 | mfu: 82.5% | epoch: 1 | remaining: 1516s    
step 00849 (57.9%) | loss: 2.835608 | lrm: 0.69 | dt: 2433ms | tok/sec: 53,862 | mfu: 82.8% | epoch: 1 | remaining: 1514s    
step 00850 (57.9%) | loss: 2.863653 | lrm: 0.69 | dt: 2436ms | tok/sec: 53,800 | mfu: 82.7% | epoch: 1 | remaining: 1511s    
step 00851 (58.0%) | loss: 2.851231 | lrm: 0.69 | dt: 2433ms | tok/sec: 53,866 | mfu: 82.8% | epoch: 1 | remaining: 1509s    
step 00852 (58.1%) | loss: 2.836646 | lrm: 0.69 | dt: 2435ms | tok/sec: 53,826 | mfu: 82.7% | epoch: 1 | remaining: 1507s    
step 00853 (58.2%) | loss: 2.821487 | lrm: 0.69 | dt: 2433ms | tok/sec: 53,874 | mfu: 82.8% | epoch: 1 | remaining: 1504s    
step 00854 (58.2%) | loss: 2.817745 | lrm: 0.68 | dt: 2433ms | tok/sec: 53,862 | mfu: 82.8% | epoch: 1 | remaining: 1502s    
step 00855 (58.3%) | loss: 2.785391 | lrm: 0.68 | dt: 2434ms | tok/sec: 53,846 | mfu: 82.7% | epoch: 1 | remaining: 1499s    
step 00856 (58.4%) | loss: 2.834530 | lrm: 0.68 | dt: 2433ms | tok/sec: 53,864 | mfu: 82.8% | epoch: 1 | remaining: 1497s    
step 00857 (58.4%) | loss: 2.868569 | lrm: 0.68 | dt: 2435ms | tok/sec: 53,830 | mfu: 82.7% | epoch: 1 | remaining: 1494s    
step 00858 (58.5%) | loss: 2.893689 | lrm: 0.68 | dt: 2432ms | tok/sec: 53,888 | mfu: 82.8% | epoch: 1 | remaining: 1492s    
step 00859 (58.6%) | loss: 2.886966 | lrm: 0.68 | dt: 2434ms | tok/sec: 53,848 | mfu: 82.7% | epoch: 1 | remaining: 1490s    
step 00860 (58.6%) | loss: 2.829011 | lrm: 0.68 | dt: 2434ms | tok/sec: 53,847 | mfu: 82.7% | epoch: 1 | remaining: 1487s    
step 00861 (58.7%) | loss: 2.743263 | lrm: 0.68 | dt: 2432ms | tok/sec: 53,899 | mfu: 82.8% | epoch: 1 | remaining: 1485s    
step 00862 (58.8%) | loss: 2.709632 | lrm: 0.67 | dt: 2435ms | tok/sec: 53,836 | mfu: 82.7% | epoch: 1 | remaining: 1482s    
step 00863 (58.8%) | loss: 2.688517 | lrm: 0.67 | dt: 2434ms | tok/sec: 53,852 | mfu: 82.8% | epoch: 1 | remaining: 1480s    
step 00864 (58.9%) | loss: 2.716790 | lrm: 0.67 | dt: 2433ms | tok/sec: 53,876 | mfu: 82.8% | epoch: 1 | remaining: 1477s    
step 00865 (59.0%) | loss: 2.709986 | lrm: 0.67 | dt: 2433ms | tok/sec: 53,870 | mfu: 82.8% | epoch: 1 | remaining: 1475s    
step 00866 (59.0%) | loss: 2.770119 | lrm: 0.67 | dt: 2436ms | tok/sec: 53,811 | mfu: 82.7% | epoch: 1 | remaining: 1473s    
step 00867 (59.1%) | loss: 2.780293 | lrm: 0.67 | dt: 2434ms | tok/sec: 53,846 | mfu: 82.7% | epoch: 1 | remaining: 1470s    
step 00868 (59.2%) | loss: 2.815463 | lrm: 0.67 | dt: 2434ms | tok/sec: 53,840 | mfu: 82.7% | epoch: 1 | remaining: 1468s    
step 00869 (59.2%) | loss: 2.825515 | lrm: 0.67 | dt: 2432ms | tok/sec: 53,893 | mfu: 82.8% | epoch: 1 | remaining: 1465s    
step 00870 (59.3%) | loss: 2.796920 | lrm: 0.66 | dt: 2434ms | tok/sec: 53,859 | mfu: 82.8% | epoch: 1 | remaining: 1463s    
step 00871 (59.4%) | loss: 2.690412 | lrm: 0.66 | dt: 2436ms | tok/sec: 53,806 | mfu: 82.7% | epoch: 1 | remaining: 1460s    
step 00872 (59.4%) | loss: 2.691886 | lrm: 0.66 | dt: 2432ms | tok/sec: 53,887 | mfu: 82.8% | epoch: 1 | remaining: 1458s    
step 00873 (59.5%) | loss: 2.710719 | lrm: 0.66 | dt: 2438ms | tok/sec: 53,771 | mfu: 82.6% | epoch: 1 | remaining: 1455s    
step 00874 (59.6%) | loss: 2.805667 | lrm: 0.66 | dt: 2433ms | tok/sec: 53,877 | mfu: 82.8% | epoch: 1 | remaining: 1453s    
step 00875 (59.6%) | loss: 2.847581 | lrm: 0.66 | dt: 2435ms | tok/sec: 53,832 | mfu: 82.7% | epoch: 1 | remaining: 1451s    
step 00876 (59.7%) | loss: 2.810994 | lrm: 0.66 | dt: 2435ms | tok/sec: 53,823 | mfu: 82.7% | epoch: 1 | remaining: 1448s    
step 00877 (59.8%) | loss: 2.844109 | lrm: 0.65 | dt: 2432ms | tok/sec: 53,886 | mfu: 82.8% | epoch: 1 | remaining: 1446s    
step 00878 (59.8%) | loss: 2.879326 | lrm: 0.65 | dt: 2433ms | tok/sec: 53,869 | mfu: 82.8% | epoch: 1 | remaining: 1443s    
step 00879 (59.9%) | loss: 2.858844 | lrm: 0.65 | dt: 2434ms | tok/sec: 53,843 | mfu: 82.7% | epoch: 1 | remaining: 1441s    
step 00880 (60.0%) | loss: 2.812906 | lrm: 0.65 | dt: 2436ms | tok/sec: 53,806 | mfu: 82.7% | epoch: 1 | remaining: 1438s    
step 00881 (60.0%) | loss: 2.839317 | lrm: 0.65 | dt: 2434ms | tok/sec: 53,843 | mfu: 82.7% | epoch: 1 | remaining: 1436s    
step 00882 (60.1%) | loss: 2.809771 | lrm: 0.65 | dt: 2433ms | tok/sec: 53,865 | mfu: 82.8% | epoch: 1 | remaining: 1434s    
step 00883 (60.2%) | loss: 2.859028 | lrm: 0.65 | dt: 2435ms | tok/sec: 53,826 | mfu: 82.7% | epoch: 1 | remaining: 1431s    
step 00884 (60.2%) | loss: 2.779852 | lrm: 0.65 | dt: 2434ms | tok/sec: 53,861 | mfu: 82.8% | epoch: 1 | remaining: 1429s    
step 00885 (60.3%) | loss: 2.838859 | lrm: 0.64 | dt: 2435ms | tok/sec: 53,829 | mfu: 82.7% | epoch: 1 | remaining: 1426s    
step 00886 (60.4%) | loss: 2.826940 | lrm: 0.64 | dt: 2433ms | tok/sec: 53,871 | mfu: 82.8% | epoch: 1 | remaining: 1424s    
step 00887 (60.4%) | loss: 2.832032 | lrm: 0.64 | dt: 2434ms | tok/sec: 53,845 | mfu: 82.7% | epoch: 1 | remaining: 1421s    
step 00888 (60.5%) | loss: 2.818194 | lrm: 0.64 | dt: 2433ms | tok/sec: 53,877 | mfu: 82.8% | epoch: 1 | remaining: 1419s    
step 00889 (60.6%) | loss: 2.772094 | lrm: 0.64 | dt: 2434ms | tok/sec: 53,843 | mfu: 82.7% | epoch: 1 | remaining: 1417s    
step 00890 (60.7%) | loss: 2.753120 | lrm: 0.64 | dt: 2433ms | tok/sec: 53,876 | mfu: 82.8% | epoch: 1 | remaining: 1414s    
step 00891 (60.7%) | loss: 2.757257 | lrm: 0.64 | dt: 2436ms | tok/sec: 53,805 | mfu: 82.7% | epoch: 1 | remaining: 1412s    
step 00892 (60.8%) | loss: 2.704529 | lrm: 0.63 | dt: 2433ms | tok/sec: 53,863 | mfu: 82.8% | epoch: 1 | remaining: 1409s    
step 00893 (60.9%) | loss: 2.694344 | lrm: 0.63 | dt: 2431ms | tok/sec: 53,909 | mfu: 82.8% | epoch: 1 | remaining: 1407s    
step 00894 (60.9%) | loss: 2.741831 | lrm: 0.63 | dt: 2434ms | tok/sec: 53,844 | mfu: 82.7% | epoch: 1 | remaining: 1404s    
step 00895 (61.0%) | loss: 2.784752 | lrm: 0.63 | dt: 2435ms | tok/sec: 53,831 | mfu: 82.7% | epoch: 1 | remaining: 1402s    
step 00896 (61.1%) | loss: 2.745319 | lrm: 0.63 | dt: 2435ms | tok/sec: 53,819 | mfu: 82.7% | epoch: 1 | remaining: 1399s    
step 00897 (61.1%) | loss: 2.815394 | lrm: 0.63 | dt: 2436ms | tok/sec: 53,811 | mfu: 82.7% | epoch: 1 | remaining: 1397s    
step 00898 (61.2%) | loss: 2.872969 | lrm: 0.63 | dt: 2435ms | tok/sec: 53,827 | mfu: 82.7% | epoch: 1 | remaining: 1395s    
step 00899 (61.3%) | loss: 2.927081 | lrm: 0.63 | dt: 2435ms | tok/sec: 53,828 | mfu: 82.7% | epoch: 1 | remaining: 1392s    
step 00900 (61.3%) | loss: 2.948756 | lrm: 0.62 | dt: 2432ms | tok/sec: 53,889 | mfu: 82.8% | epoch: 1 | remaining: 1390s    
step 00901 (61.4%) | loss: 2.934517 | lrm: 0.62 | dt: 2434ms | tok/sec: 53,841 | mfu: 82.7% | epoch: 1 | remaining: 1387s    
step 00902 (61.5%) | loss: 2.938386 | lrm: 0.62 | dt: 2433ms | tok/sec: 53,870 | mfu: 82.8% | epoch: 1 | remaining: 1385s    
step 00903 (61.5%) | loss: 2.916408 | lrm: 0.62 | dt: 2432ms | tok/sec: 53,890 | mfu: 82.8% | epoch: 1 | remaining: 1382s    
step 00904 (61.6%) | loss: 2.933691 | lrm: 0.62 | dt: 2435ms | tok/sec: 53,830 | mfu: 82.7% | epoch: 1 | remaining: 1380s    
step 00905 (61.7%) | loss: 2.913060 | lrm: 0.62 | dt: 2434ms | tok/sec: 53,854 | mfu: 82.8% | epoch: 1 | remaining: 1378s    
step 00906 (61.7%) | loss: 2.935033 | lrm: 0.62 | dt: 2434ms | tok/sec: 53,858 | mfu: 82.8% | epoch: 1 | remaining: 1375s    
step 00907 (61.8%) | loss: 2.888540 | lrm: 0.61 | dt: 2434ms | tok/sec: 53,853 | mfu: 82.8% | epoch: 1 | remaining: 1373s    
step 00908 (61.9%) | loss: 2.862777 | lrm: 0.61 | dt: 2433ms | tok/sec: 53,877 | mfu: 82.8% | epoch: 1 | remaining: 1370s    
step 00909 (61.9%) | loss: 2.926020 | lrm: 0.61 | dt: 2437ms | tok/sec: 53,786 | mfu: 82.7% | epoch: 1 | remaining: 1368s    
step 00910 (62.0%) | loss: 2.963778 | lrm: 0.61 | dt: 2433ms | tok/sec: 53,872 | mfu: 82.8% | epoch: 1 | remaining: 1365s    
step 00911 (62.1%) | loss: 2.900812 | lrm: 0.61 | dt: 2431ms | tok/sec: 53,925 | mfu: 82.9% | epoch: 1 | remaining: 1363s    
step 00912 (62.1%) | loss: 2.950408 | lrm: 0.61 | dt: 2434ms | tok/sec: 53,858 | mfu: 82.8% | epoch: 1 | remaining: 1361s    
step 00913 (62.2%) | loss: 2.925727 | lrm: 0.61 | dt: 2433ms | tok/sec: 53,876 | mfu: 82.8% | epoch: 1 | remaining: 1358s    
step 00914 (62.3%) | loss: 2.924304 | lrm: 0.60 | dt: 2433ms | tok/sec: 53,863 | mfu: 82.8% | epoch: 1 | remaining: 1356s    
step 00915 (62.3%) | loss: 2.884678 | lrm: 0.60 | dt: 2434ms | tok/sec: 53,843 | mfu: 82.7% | epoch: 1 | remaining: 1353s    
